stock_id,stock_name,date,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,Note
2537,聯上發,2001-02-22,0.0,4.0,80289.0,0.0,19.0,23.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-02-23,0.0,1.0,80289.0,0.0,18.0,19.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-02-26,0.0,0.0,80289.0,0.0,18.0,18.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-02-27,0.0,3.0,80289.0,0.0,15.0,18.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-01,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-02,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-05,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-06,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-07,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-08,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-09,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-12,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-13,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-14,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-15,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-16,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-19,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-20,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-21,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-22,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-23,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-26,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-27,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-28,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-29,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-03-30,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-02,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-03,0.0,0.0,80289.0,0.0,15.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-04,0.0,8.0,80289.0,0.0,7.0,15.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-06,0.0,0.0,80289.0,0.0,7.0,7.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-09,0.0,0.0,80289.0,0.0,7.0,7.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-10,0.0,0.0,80289.0,0.0,7.0,7.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-11,0.0,0.0,80289.0,0.0,7.0,7.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-12,0.0,5.0,80289.0,0.0,2.0,7.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-13,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-16,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-17,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-18,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-19,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-20,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-23,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-24,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-25,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-26,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-27,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-04-30,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-02,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-03,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-04,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-07,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-08,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-09,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-10,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-11,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-14,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-15,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-16,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-17,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-18,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-21,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-22,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-23,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-24,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-25,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-28,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-29,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-30,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-05-31,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-01,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-04,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-05,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-06,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-07,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-08,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-11,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-12,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-13,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-14,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-15,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-18,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-19,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-20,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-21,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-22,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-26,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-27,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-28,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-06-29,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-02,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-03,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-04,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-05,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-06,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-09,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-10,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-11,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-12,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-13,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-16,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-17,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-18,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-19,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-20,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-23,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-24,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-25,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-26,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-27,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-07-31,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-01,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-02,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-03,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-06,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-07,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-08,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-09,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-10,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-13,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-14,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-15,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-16,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-17,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-20,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-21,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-22,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-23,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-24,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-27,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-28,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-29,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-30,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-08-31,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-03,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-04,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-05,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-06,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-07,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-10,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-11,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-13,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-14,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-19,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-20,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-21,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-24,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-25,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-26,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-27,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-09-28,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-10-02,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-10-03,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-10-04,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-10-05,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-10-08,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-10-09,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-10-11,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-10-12,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-10-15,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-10-16,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-10-17,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
2537,聯上發,2001-10-18,0.0,0.0,80289.0,0.0,2.0,2.0,0.0,0.0,0.0,80289.0,0.0,0.0,0.0,OX
